lockitver|DO NOT DELETE THIS LINE! 2896
dlga_merchant_quest_about_job:merchant_quest_about_job_2|Что с ним?
dlga_merchant_quest_about_job_2:merchant_quest_what_if_fail|Что, если я не смогу его выполнить?
dlga_merchant_quest_about_job_2:merchant_quest_about_job_working|Ну, я ещё работаю над этим.
dlga_merchant_quest_about_job_working:mayor_pretalk|Хорошо. Уверен, вы справитесь.
dlga_merchant_quest_last_offered_job:merchant_quest_brief|О, возможно, вам стоит это ещё раз обдумать. Хорошо...
dlga_merchant_quest_what_if_fail:mayor_pretalk|Надеюсь, вы не провалите задание. Если всё же провалите, мне придётся попросить деньги за груз, который вы перевозили.
dlga_merchant_quest_what_if_fail:mayor_pretalk.1|Ну, постарайтесь изо всех сил выполнить задание.
dlga_merchant_quest_taken:mayor_pretalk|Отлично. Тогда рассчитываю на вас. Удачи.
dlga_merchant_quest_stall:mayor_pretalk|Ну, задание будет открыто ещё несколько дней... обращайтесь, если захотите его взять.
dlga_mayor_economy_report_1:mayor_economy_report_2|{s32}
dlga_mayor_economy_report_2:mayor_economy_report_3|{s42}
dlga_mayor_economy_report_3:mayor_pretalk|{s47}
dlga_merchant_quest_requested:merchant_quest_brief|Что ж, вы выглядите достаточно способным. Думаю, у меня есть для вас задание.
dlga_merchant_quest_brief:merchant_quest_looters_choice|Недавно возле {s5} произошло несколько сражений с сопутствующим хаосом. Это соблазнило некоторых из наших менее законопослушных жителей воспользоваться беспорядками и грабить лавки и фермы. Мне нужен кто-то, кто вернёт украденные товары и преподаст урок этим ублюдкам. Звучит как задание для вас, не так ли?
dlga_merchant_quest_looters_choice:merchant_quest_looters_brief|Очень хорошо, я беру его.
dlga_merchant_quest_looters_choice:merchant_quest_stall|Боюсь, я не могу взять задание сейчас.
dlga_merchant_quest_looters_brief:close_window|Превосходно! Мародёры бродят по округе, и вы, вероятно, поймаете их при попытке ограбить других законопослушных людей. Убейте или захватите этих ублюдков — мне всё равно, что вы с ними сделаете. Я награжу вас 40 динарами за каждую уничтоженную банду мародёров, пока никто из них больше не будет безобразничать.
dlga_merchant_quest_requested:merchant_quest_explain_2|Что ж, вы могли бы оказать нам очень большую услугу... Как вы, возможно, слышали, несколько {s10} перешли границу, чтобы атаковать наш народ. {s5} находится под сильным давлением некоторых своих воинственных вассалов, чтобы ответить объявлением войны. К сожалению, это снова обернётся так, что резня сделает великих лордов этой страны ещё богаче, в то время как мы, простые люди, будем страдать.
dlga_merchant_quest_explain_2:merchant_quest_brief|Мы не говорим, что {s5} должен проигнорировать эту агрессию — совсем наоборот! Но если он поручит одному из своих лордов ответить, провокации неизбежно приведут к полномасштабному конфликту. Но если появится посторонний и победит в битве лорда из {s10}, тогда честь будет удовлетворена, и крики о войне будут задушены в зародыше. Если побеждённый лорд окажется известным смутьяном — {s7} — тогда в {s10}, вероятно, можно будет не обращать внимания на инцидент.
dlga_merchant_quest_brief:merchant_quest_retaliate_confirm|Вы должны атаковать и победить {s7}. Это непростая задача, и вы испортите свои отношения с {s10}, но мы были бы вам очень благодарны. Мы не признаем никакой связи с вами, но позаботимся о том, чтобы вы были щедро вознаграждены... Могли бы вы это для нас сделать?
dlga_merchant_quest_retaliate_confirm:merchant_quest_track_bandits_brief|Да, я могу это сделать.
dlga_merchant_quest_retaliate_confirm:merchant_pretalk|Я предпочитаю не быть вовлечённым в такие дела.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice|Грабители, вероятно, поставили свои корабли в хорошо скрытой бухте, где-то на побережье, вероятно, возле небольшой реки, которая снабжает их водой. Лучший способ найти это место — следовать за группой морских разбойников, возвращающихся за припасами к своей базе.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.1|Такие бандиты обычно разбивают лагерь в холмах на краю пустыни, часто в ущелье возле источника, где у них есть укрытие и вода. Лучший способ найти это место — следовать за группой пустынных разбойников, возвращающихся за припасами к своей базе.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.2|Бандиты вроде этих обычно разбивают лагерь в горной местности, часто на крутом утёсе, откуда они могут видеть окрестности. Это затрудняет внезапную атаку. Лучший способ найти это место — следовать за группой горных бандитов, возвращающихся за припасами к своей базе.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.3|Бандиты вроде этих обычно разбивают лагерь глубоко в лесу, часто посреди болота. Лучший способ найти это место — следовать за группой лесных бандитов, возвращающихся за припасами к своей базе.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.4|Бандиты вроде этих обычно разбивают лагерь в лесах степи, где они защищены от любопытных глаз. Лучший способ найти это место — следовать за группой степных бандитов, возвращающихся за припасами к своей базе.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.5|Бандиты вроде этих обычно разбивают лагерь глубоко в лесах. Лучший способ найти это место — следовать за группой тундровых бандитов, возвращающихся за припасами к своей базе.
dlga_merchant_quest_track_bandit_lair_choice:merchant_quest_destroy_lair_brief|Хорошо, я сделаю это.
dlga_merchant_quest_track_bandit_lair_choice:lord_pretalk|Боюсь, я не могу взять задание сейчас.
dlga_merchant_quest_destroy_lair_brief:close_window|Хорошо. Тогда ждём известий о вашем успехе.
dlga_merchant_quest_requested:merchant_quest_brief.1|Мы слышали, что {s4} напали на нескольких путешественников на дороге {reg4:в:из} {s5} {s7}.
dlga_merchant_quest_brief:merchant_quest_track_bandits_choice|Мы хотим, чтобы вы выследили этих {s4}. Торговцам города попало в руки описание их главаря, и мы собрали награду. Если бы вы могли их выследить и уничтожить, это было бы не во вред вам...
dlga_merchant_quest_track_bandits_choice:merchant_quest_track_bandits_brief|Да, я сделаю это.
dlga_merchant_quest_track_bandits_brief:close_window|Очень хорошо. Банда, вероятно, не задержалась надолго в этом районе, но возможно, её видели в пути другие путешественники.
dlga_merchant_quest_track_bandits_choice:merchant_quest_stall|Боюсь, я не могу взять это задание сейчас.
dlga_merchant_quest_requested:merchant_quest_brief.2|Вы ищете задание? Действительно, я ищу кого-то для доставки некоторых {s4}. Возможно, вы могли бы это для меня сделать...?
dlga_merchant_quest_brief:merchant_quest_brief_deliver_wine|У меня есть груз {s6}, который нужно доставить в таверну {s4}. Если вы сможете доставить {reg5} единиц {s6} в {s4} за 7 дней, вы заработаете {reg8} динаров. Что скажете?
dlga_merchant_quest_brief_deliver_wine:merchant_quest_taken|Хорошо. Я возьму доставку.
dlga_merchant_quest_brief_deliver_wine:merchant_quest_stall|Боюсь, я не могу сейчас перевозить такой тяжёлый груз.
dlga_merchant_quest_requested:merchant_quest_brief.3|Вы ищете задание? Действительно, я ищу кого-то для охраны каравана. Возможно, вы могли бы это для меня сделать...?
dlga_merchant_quest_brief:escort_merchant_caravan_quest_brief|Я отправлю караван с товарами в {s8}. Учитывая всех этих бандитов и дезертиров на дорогах, я не хочу, чтобы они путешествовали без защиты. Если вы сможете сопроводить этот караван в {s8} за 15 дней, вы заработаете {reg8} динаров. Конечно, ваш отряд должен состоять как минимум из {reg4} человек, чтобы обеспечить им защиту.
dlga_escort_merchant_caravan_quest_brief:merchant_quest_taken|Хорошо. Я сопровожу караван.
dlga_escort_merchant_caravan_quest_brief:merchant_quest_stall|Боюсь, у меня сейчас недостаточно солдат.
dlga_escort_merchant_caravan_quest_brief:merchant_quest_stall.1|Простите. Я не могу этого сделать сейчас.
dlga_start:close_window.35|Мы сами справимся с оставшимся путём. Спасибо.
dlga_start:close_window.36|Что ж, мы почти достигли {s21}. Мы можем пройти остаток пути сами. Вот ваша плата... {reg14} динаров. Спасибо за сопровождение. Удачи.
dlga_start:merchant_caravan_intro_1|Приветствую. Вы наше сопровождение, верно?
dlga_merchant_caravan_intro_1:merchant_caravan_intro_2|Да. Меня зовут {playername}. Я проведу вас в {s1}.
dlga_merchant_caravan_intro_2:escort_merchant_caravan_talk|Что ж, хорошо знать, что мы не будем путешествовать одни. Каковы ваши указания для нас?
dlga_start:escort_merchant_caravan_talk|Мы добрались досюда... каковы ваши указания для нас?
dlga_escort_merchant_caravan_talk:merchant_caravan_follow_lead|Следуйте за мной. Я проведу вас по безопасному маршруту.
dlga_merchant_caravan_follow_lead:close_window|Хорошо. Мы прямо за вами.
dlga_escort_merchant_caravan_talk:merchant_caravan_stay_here|Оставайтесь здесь на время. Я поеду вперёд и проверю дорогу.
dlga_merchant_caravan_stay_here:close_window|Хорошо. Мы подождём вас здесь.
dlga_merchant_quest_requested:merchant_quest_brief.4|Я давно ищу способного искателя приключений вроде вас: банда особенно неприятных бандитов обосновалась возле нашего города и угрожает моим караванам. До сих пор им удавалось скрываться от солдат и ополченцев. Если кто-то вскоре их не остановит, я буду разорён...
dlga_merchant_quest_brief:troublesome_bandits_quest_brief|Если вы разберётесь с этими надоедливыми бандитами, мы заплатим вам {reg8} динаров. Это опасное предприятие, но я считаю, что вы для него подходите. Что скажете?
dlga_troublesome_bandits_quest_brief:merchant_quest_taken_bandits|Что ж. Я разберусь с этими бандитами.
dlga_merchant_quest_taken_bandits:close_window|Правда? Замечательно. Желаю вам удачи!
dlga_troublesome_bandits_quest_brief:merchant_quest_stall|Простите. У меня сейчас нет на это времени.
dlga_merchant_quest_requested:merchant_quest_brief.5|Я уже давно ищу надёжного {человека/помощника}, который может выполнить для меня важную миссию: группа бандитов похитила дочь друга и держит её в заложниках. Мой друг заплатит выкуп, но нам ещё нужен кто-то, кто передаст деньги этим негодяям и безопасно вернёт девушку.
dlga_merchant_quest_brief:kidnapped_girl_quest_brief|Выкуп, требуемый бандитами, составляет {reg12} динаров. Я дам вам деньги, как только вы примете задание. У вас есть 15 дней, чтобы доставить деньги бандитам, которые будут ждать вас возле деревни {s4}. Эти ублюдки сказали, что убьют бедную девушку, если не получат деньги к этому времени. Если вы безопасно вернёте девушку сюда, вы получите плату в {reg8} динаров.
dlga_kidnapped_girl_quest_brief:kidnapped_girl_quest_taken|Хорошо. Я передам бандитам выкуп и верну девушку.
dlga_kidnapped_girl_quest_taken:close_window|Хорошо. Я знал, что могу доверить вам эту задачу. Вот выкуп, {reg12} динаров. Лучше пересчитайте сразу. И, пожалуйста, не делайте ничего безрассудного. Не забывайте, что благополучие девушки важнее всего.
dlga_kidnapped_girl_quest_brief:merchant_quest_stall|Простите. У меня сейчас нет на это времени.
dlga_start:close_window.37|Большое спасибо, что вернули меня! Я так хочу увидеть свою семью. До свидания.
dlga_kidnapped_girl_liberated_map:kidnapped_girl_liberated_map_2a|Да. Идите со мной. Мы идём домой.
dlga_kidnapped_girl_liberated_map_2a:close_window|Жаль. В вашем отряде нет для меня места.
dlga_kidnapped_girl_liberated_map_2a:close_window.1|Правда? Я вам так благодарна!
dlga_kidnapped_girl_liberated_map:kidnapped_girl_liberated_map_2b|Подождите здесь немного. Я к вам вернусь.
dlga_kidnapped_girl_liberated_map_2b:close_window|О, пожалуйста, {господин/госпожа}, не оставляйте меня здесь одну!
dlga_start:kidnapped_girl_liberated_map|{Господин/Госпожа}, я так вам благодарна за моё спасение. Вы отведёте меня к моей семье?
dlga_kidnapped_girl_liberated_battle:kidnapped_girl_liberated_battle_2a|Да. Идите со мной. Мы идём домой.
dlga_kidnapped_girl_liberated_battle_2a:kidnapped_girl_liberated_battle_2b|Жаль. В моём отряде нет для вас места.
dlga_kidnapped_girl_liberated_battle_2a:close_window|Правда? Я вам так благодарна!
dlga_kidnapped_girl_liberated_battle:kidnapped_girl_liberated_battle_2b|Подождите здесь немного. Я к вам вернусь.
dlga_kidnapped_girl_liberated_battle_2b:close_window|О, пожалуйста, {господин/госпожа}, не оставляйте меня здесь одну!
dlga_start:kidnapped_girl_liberated_map.1|Могу я теперь пойти с вами?
dlga_start:bandits_awaiting_ransom_intro_1|У вас есть выкуп? Быстро, дайте нам деньги.
dlga_start:bandits_awaiting_ransom_intro_1.1|Вы вернулись? Быстро, дайте нам деньги.
dlga_bandits_awaiting_ransom_intro_1:bandits_awaiting_ransom_pay|Вот, берите. Отпустите девушку.
dlga_bandits_awaiting_ransom_pay:close_window|Эй! У вас действительно есть деньги. Можете забирать девушку сейчас. Приятно иметь с вами дело...
dlga_bandits_awaiting_ransom_intro_1:bandits_awaiting_ransom_b|Ни за что! Сначала вы должны отпустить девушку.
dlga_bandits_awaiting_ransom_b:bandits_awaiting_ransom_b2|Глупец! Прекратите свои игры и дайте нам деньги!
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_pay|Хорошо. Вот ваши деньги. Теперь отпустите девушку.
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_no_money|Я оставил деньги в безопасном месте. Я пойду их заберу.
dlga_bandits_awaiting_ransom_no_money:close_window|Вы хотите испытать наше терпение или что? Идите и быстро приносите деньги.
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_fight|Я не намерен вам ничего платить. Я требую, чтобы вы немедленно отпустили девушку!
dlga_bandits_awaiting_ransom_fight:close_window|Мертвецы не выдвигают требований.
dlga_start:bandits_awaiting_remeet|Что ещё? Вы дали нам деньги — нам с вами больше нечего делать.
dlga_bandits_awaiting_remeet:close_window|Простите за беспокойство. Я пойду.
dlga_bandits_awaiting_remeet:bandits_awaiting_remeet_2|Ещё одна вещь... Вы вернёте мне деньги.
dlga_bandits_awaiting_remeet_2:close_window|О, это! Разумеется. Сейчас мы этим займёмся.
dlga_start:kidnapped_girl_encounter_1|{Господин/Госпожа}, я так вам благодарна за моё спасение. Вы отведёте меня к моей семье?
dlga_kidnapped_girl_encounter_1:kidnapped_girl_join|Да. Идите со мной. Я отведу вас домой.
dlga_kidnapped_girl_join:close_window|Жаль. В моём отряде нет для вас места.
dlga_kidnapped_girl_join:close_window.1|О, я вам так благодарна!
dlga_kidnapped_girl_encounter_1:kidnapped_girl_wait|Подождите здесь немного. Я к вам вернусь.
dlga_kidnapped_girl_wait:close_window|О, пожалуйста, {господин/госпожа}, не оставляйте меня здесь одну!
dlga_merchant_quest_about_job_2:lost_kidnapped_girl|К сожалению, я потерял девушку в пути...
dlga_lost_kidnapped_girl:lost_kidnapped_girl_2|О нет! Как я скажу об этом моему другу?
dlga_lost_kidnapped_girl_2:lost_kidnapped_girl_3|Мне жаль. Я ничего не мог с этим поделать.
dlga_lost_kidnapped_girl_3:lost_kidnapped_girl_4|Вы подвели меня, {playername}. Я вам доверял. Я расскажу всем о вашей некомпетентности в выполнении этой задачи. Кроме того, я хочу вернуть {reg8} динаров, которые я дал вам в качестве выкупа.
dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5a|Разумеется. Вот, пожалуйста...
dlga_merchant_quest_about_job_5a:close_window|По крайней мере, вы достаточно порядочны, чтобы вернуть мне деньги.
dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5b|Простите. У меня нет этой суммы при себе.
dlga_merchant_quest_about_job_5b:close_window|Вы ждёте, что я вам поверю? Вы вернёте мне выкуп! Идите и немедленно принесите мне деньги!
dlga_merchant_quest_requested:merchant_quest_persuade_peace_1|Эта война между {s15} и {s14} довела наш город до грани разорения. Наши караваны грабят, прежде чем они достигают пунктов назначения. По этой причине наши торговцы теперь боятся покидать защиту городских стен. И как будто этого мало, война также истощает наши последние сбережения. Если мир не придёт скоро, мы не сможем больше выдерживать.
dlga_merchant_quest_persuade_peace_1:merchant_quest_brief|Вы правы. Кто может остановить это безумие под названием война?
dlga_merchant_quest_persuade_peace_1:merchant_quest_persuade_peace_reject|Ваш долг — поддерживать дворян в их военных усилиях. Вам не следует жаловаться.
dlga_merchant_quest_persuade_peace_reject:close_window|Ха. Дворяне ведут свои войны из-за жадности и жажды власти. А бедный, законопослушный народ вроде нас должен нести настоящее бремя. Но вас это, конечно, не интересует.
dlga_merchant_quest_brief:merchant_quest_persuade_peace_3|Были попытки примирить обе стороны и заключить мирное соглашение, но с обеих сторон есть могущественные лорды, которые больше заинтересованы в продолжении войны. Эти люди убеждают всех остальных не верить словам размякших слабаков и продолжать войну. Пока у этих лордов есть влияние, мира не будет.
dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4|Кто эти поджигатели войны, блокирующие мир?
dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4.1|Кто эти лорды, о которых вы говорите?
dlga_merchant_quest_persuade_peace_4:merchant_quest_persuade_peace_5|Это {s12} из {s15} и {s13} из {s14}. Пока они не потеряют либо разум, либо влияние, между двумя сторонами не будет шанса на мир.
dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6|Как можно изменить ситуацию?
dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6.1|Ах, кажется, ничего нельзя сделать.
dlga_merchant_quest_persuade_peace_6:merchant_quest_persuade_peace_7|Есть способ решить проблему: особенно решительный человек мог бы убедить одного или обоих этих лордов поддержать мир. Если и это не удастся, их можно одолеть и арестовать. В темнице они потеряют своё влияние и больше не смогут блокировать мирное соглашение... Что вы думаете? Можете взяться за это задание?
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8|Кажется, это сложно. Но я попробую.
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.1|Если цена подходящая, я попробую.
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.2|Забудьте. Это не моя проблема.
dlga_merchant_quest_persuade_peace_8:merchant_quest_persuade_peace_9|Большинство торговцев в городе будут рады открыть свои кошельки для поддержки такого плана. Думаю, мы сможем собрать среди нас {reg12} динаров, и мы с радостью наградим вас этой суммой, если вы добьётесь успеха. Убедите {s12} и {s13} принять мирное соглашение, а если кто-то из них окажется слишком упрямым, захватите его и не отпускайте, пока не будет подписано мирное соглашение.
dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_10|Хорошо. Я сделаю всё возможное.
dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_no|Простите. Я не могу этого сделать.
dlga_merchant_quest_persuade_peace_10:close_window|Отлично. У вас будет наше благословение. Надеюсь, вы справитесь с этими двумя старыми спорщиками. Мы будем ждать и надеяться на хорошие новости.
dlga_merchant_quest_persuade_peace_no:close_window|Не говорите сразу. Обдумайте это некоторое время. Если кто-то может справиться с этой ситуацией, так это вы.
dlga_merchant_quest_requested:merchant_quest_deal_with_night_bandits|Воистину, воистину! Группа бандитов досаждает городу, и я не знаю больше, как с ними справиться. Под покровом тьмы они устраивают засады на горожан и грабят их. Затем они исчезают как молния, прежде чем наконец прибывает стража. Мы не смогли поймать ни одного из них! Они нападают только на одиноких горожан и никогда не показываются, когда идёт группа. Я ищу кого-то, кто может в одиночку справиться с этими бандитами и победить их. Это кажется единственным способом их поймать. Вы способны на это?
dlga_merchant_quest_brief:merchant_quest_deal_with_night_bandits|Группа бандитов досаждает городу, и я не знаю больше, как с ними справиться. Под покровом тьмы они устраивают засады на горожан и грабят их. Затем они исчезают как молния, прежде чем наконец прибывает стража. Мы до сих пор не смогли поймать ни одного из них! Они нападают только на одиноких горожан и никогда не показываются, когда идёт группа. Я ищу кого-то, кто может в одиночку справиться с этими бандитами и победить их. Это кажется единственным способом их поймать. Вы способны на это?
dlga_merchant_quest_deal_with_night_bandits:deal_with_night_bandits_quest_taken|Убивать бандитов? С большим удовольствием!
dlga_merchant_quest_deal_with_night_bandits:merchant_quest_stall|Простите, но меня это не интересует.
dlga_deal_with_night_bandits_quest_taken:mayor_pretalk|Это снимает с меня большой груз, {playername}. Если вы добьётесь успеха, можете ожидать щедрую награду. Просто смотрите, чтобы вас не убили...
dlga_merchant_quest_requested:merchant_quest_brief.6|Один из торговцев здесь ищет пастухов, чтобы доставить его скот на рынок в {s13}.
dlga_merchant_quest_brief:move_cattle_herd_quest_brief|Стадо скота должно прибыть в {s13} в течение 30 дней. Раньше, конечно, было бы лучше, гораздо лучше! Но оно ни в коем случае не должно прибыть позже чем через 30 дней. Если вы сможете это сделать, я заплачу за это {reg8} динаров. Интересно?
dlga_move_cattle_herd_quest_brief:move_cattle_herd_quest_taken|Конечно, я могу доставить стадо в {s13}.
dlga_move_cattle_herd_quest_brief:merchant_quest_stall|Мне жаль, я должен отказаться.
dlga_move_cattle_herd_quest_taken:mayor_pretalk|Хорошо. Вы найдёте стадо за городскими стенами. Вернитесь ко мне после того, как доставите животных в {s13}, и вы получите оплату.
dlga_merchant_quest_requested:mayor_pretalk|Боюсь, у меня сейчас нет задания для вас.
dlga_start:village_elder_deliver_cattle_thank|{Господин/Госпожа}. Наша деревня благодарна за вашу помощь. С {reg5} головами скота, которые вы привели, мы теперь можем вырастить собственное стадо.
dlga_village_elder_deliver_cattle_thank:village_elder_talk|О {лорд/леди}, я прошу вас... есть что-то, что мы можем для вас сделать?
dlga_start:village_elder_talk|Добрый день, {господин/госпожа}, и добро пожаловать в {s9}. Я староста этой деревни.
dlga_start:village_elder_talk.1|Добро пожаловать в {s9}, {мой лорд/моя леди}. Мы ликовали при известии, что наша скромная деревня теперь принадлежит вашему владению. Я староста деревни, и буду рад служить вам, как могу.
dlga_start:village_elder_talk.2|{Мой лорд/Моя леди}, вы чтите нашу скромную деревню своим присутствием.
dlga_start:village_elder_talk.3|Добрый день, {господин/госпожа}.
dlga_village_elder_pretalk:village_elder_talk|Есть что-то, что я могу для вас сделать?
dlga_village_elder_talk:village_elder_ask_fugitive|Я ищу человека по имени {s4}. Мне сказали, он скрывается здесь.
dlga_village_elder_ask_fugitive:village_elder_pretalk|В нашу деревню приходят и уходят чужаки, {господин/госпожа}. Однако сомневаюсь, что вы найдёте его в такой поздний час. Днём у вас было бы больше удачи.
dlga_village_elder_ask_fugitive:close_window|В нашу деревню приходят и уходят чужаки, {господин/госпожа}. Если он здесь, вы наверняка его найдёте, если немного осмотритесь.
dlga_village_elder_talk:village_elder_active_mission_1|Насчёт задания, о котором вы меня просили...
dlga_village_elder_talk:village_elder_request_mission_ask|У вас есть какие-нибудь задания, которые я мог бы выполнить?
dlga_village_elder_talk:village_elder_trade_begin|Я хочу купить припасы. Я заплачу золотом.
dlga_village_elder_trade_begin:village_elder_trade_talk|Конечно, {господин/госпожа}. Вы хотите купить товары или скот?
dlga_village_elder_trade_talk:village_elder_trade|Я хочу купить еду и припасы.
dlga_village_elder_trade:village_elder_pretalk|У нас есть немного еды и других припасов на складе. Приходите и посмотрите.
dlga_village_elder_trade_talk:village_elder_buy_cattle|Я хочу купить скот.
dlga_village_elder_trade_talk:village_elder_pretalk|Я передумал. Я лучше ничего не буду покупать.
dlga_village_elder_talk:village_elder_ask_enemies|Вы видели поблизости врагов в последнее время?
dlga_village_elder_ask_enemies:village_elder_pretalk|Простите, {господин/госпожа}. Мы не видели и не слышали о войсках в этой местности.
dlga_village_elder_ask_enemies:village_elder_tell_enemies|Хмм. Дайте мне подумать...
dlga_village_elder_tell_enemies:village_elder_tell_enemies|{s1} {s2}
dlga_village_elder_tell_enemies:village_elder_pretalk|Нет, {господин/госпожа}. Мы не видели войск в этой местности некоторое время.
dlga_village_elder_tell_enemies:village_elder_pretalk.1|Что ж, на этом всё.
dlga_village_elder_talk:village_elder_ask_set_fire|Вы должны развести для меня большой костёр на окраине этой деревни.
dlga_village_elder_ask_set_fire:close_window|Мы уже договорились об этом, {господин/госпожа}. Я сделаю всё возможное, можете мне доверять.
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_1|Костёр, {господин/госпожа}! Костры опасны! Зачем вам это нужно?
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_5|Думаю, мы уже обсуждали эту тему, {господин/госпожа}.
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_5.1|Мы уже говорили об этом, {господин/госпожа}, и учитывая риск, на который я должен пойти ради вас, ваши предыдущие предложения были слишком малы.
dlga_village_elder_ask_set_fire_1:village_elder_ask_set_fire_2|У меня есть свои причины, а у вас свои — мешок серебра. Согласны или нет?
dlga_village_elder_ask_set_fire_1:village_elder_ask_set_fire_explain_plan|Учитывая риск, на который вы идёте, вы имеете право знать мой план.
dlga_village_elder_ask_set_fire_explain_plan:village_elder_ask_set_fire_2|Я хочу освободить пленника из {s4}. Когда вы разожжёте костёр, стражники в {s4} увидят дым, и некоторые из них выбегут, чтобы выяснить, что происходит.
dlga_village_elder_ask_set_fire_2:close_window|Мне жаль, {господин/госпожа}. Простите меня, но у нас нет особых причин вам доверять. То, что вы требуете, слишком опасно.
dlga_village_elder_ask_set_fire_2:village_elder_ask_set_fire_3|Как вам угодно, {господин/госпожа}. Но если мы это сделаем, мы идём на большой риск. Что мы с этого получим?
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_4|Я могу дать вам 100 динаров.
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6|Я могу дать вам 200 динаров.
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6.1|Я могу дать вам 300 динаров.
dlga_village_elder_ask_set_fire_3:close_window|Ладно.
dlga_village_elder_ask_set_fire_4:village_elder_talk|Это безумие. Я не могу пойти на такой риск.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_7|Тогда позвольте мне увеличить вашу награду до 200 динаров.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6|Тогда позвольте мне увеличить вашу награду до 300 динаров.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6.1|Тогда позвольте мне увеличить вашу награду до 300 динаров. Это моё последнее предложение.
dlga_village_elder_ask_set_fire_5:close_window|Ладно.
dlga_village_elder_ask_set_fire_6:village_elder_ask_set_fire_9|Что ж. Вы требуете от меня пойти на очень большой риск, но я это сделаю. Когда должен вспыхнуть этот огонь?
dlga_village_elder_ask_set_fire_7:village_elder_talk|Я не могу делать что-то столь опасное за 200 динаров...
dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_10|Приступайте к приготовлениям. Огонь должен вспыхнуть через час.
dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_11|Когда часы пробьют полночь. Я подожду ровно час.
dlga_village_elder_ask_set_fire_10:close_window|Да, {господин/госпожа}. Мы подготовимся. Теперь идите и делайте свои приготовления.
dlga_village_elder_ask_set_fire_11:close_window|Как пожелаете, {господин/госпожа}. Да хранят вас небеса.
dlga_village_elder_talk:village_elder_recruit_start|Есть ли в этой деревне молодые бойцы, которые хотели бы попробовать себя в военном деле?
dlga_village_elder_talk:close_window|[Уйти]
dlga_village_elder_buy_cattle:village_elder_buy_cattle_2|У нас есть {reg5} голов скота по цене {reg6} динаров за животное. Сколько вы хотите купить?
dlga_village_elder_buy_cattle:village_elder_buy_cattle_2.1|{Господин/Госпожа}, у нашей деревни, к сожалению, не осталось скота.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete|Одну.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.1|Две.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.2|Три.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.3|Четыре.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.4|Пять.
dlga_village_elder_buy_cattle_2:village_elder_pretalk|Забудьте.
dlga_village_elder_buy_cattle_complete:village_elder_pretalk|{Господин/Госпожа}, я прикажу пастухам согнать животных и привести их к вам. Уверен, вы будете довольны покупкой.
dlga_village_elder_recruit_start:village_elder_talk|{Господин/Госпожа}, не думаю, что кто-то заинтересуется. Есть что-то, что я могу для вас сделать?
dlga_village_elder_recruit_start:village_elder_recruit_decision|У меня на примете {reg5} {reg5:человек:человека:людей}, кто, вероятно, сразу ухватится за эту возможность. Если вы могли бы заплатить 10 динаров {reg7:за каждый комплект снаряжения:за его снаряжение}... это подошло бы?
dlga_village_elder_recruit_decision:village_elder_pretalk|Скажите {reg7:им:ему} готовиться.
dlga_village_elder_recruit_decision:village_elder_pretalk.1|Нет, не сейчас.
dlga_village_elder_active_mission_1:village_elder_active_mission_2|Да, {господин/госпожа}, вы уже добились прогресса?
